|dates|Perry_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Perry_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Perry_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Perry_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Perry_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Perry_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|40.0|0|1.0|0|0.0|0
0|2020-05-18|41.0|0|1.0|0|0.0|0
0|2020-05-19|41.0|0|1.0|0|0.0|0
0|2020-05-20|42.0|0|1.0|0|0.0|0
0|2020-05-21|43.0|0|1.0|0|0.0|0
0|2020-05-22|43.0|0|1.0|0|0.0|0
0|2020-05-23|43.0|0|1.0|0|0.0|0
