|dates|Fresno_California_UnitedStates.JHU_ConfirmedCases.data|Fresno_California_UnitedStates.JHU_ConfirmedCases.missing|Fresno_California_UnitedStates.JHU_ConfirmedDeaths.data|Fresno_California_UnitedStates.JHU_ConfirmedDeaths.missing|Fresno_California_UnitedStates.JHU_ConfirmedRecoveries.data|Fresno_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1535.0|0|26.0|0|0.0|0
0|2020-05-28|1535.0|0|26.0|0|0.0|0
0|2020-05-29|1535.0|0|26.0|0|0.0|0
0|2020-05-30|1535.0|0|26.0|0|0.0|0
