|dates|Apache_Arizona_UnitedStates.JHU_ConfirmedCases.data|Apache_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Apache_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Apache_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Apache_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Apache_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|859.0|0|12.0|0|0.0|0
0|2020-05-15|927.0|0|16.0|0|0.0|0
0|2020-05-16|927.0|0|16.0|0|0.0|0
