|dates|Castro_Texas_UnitedStates.JHU_ConfirmedCases.data|Castro_Texas_UnitedStates.JHU_ConfirmedCases.missing|Castro_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Castro_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Castro_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Castro_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|32.0|0|1.0|0|0.0|0
0|2020-05-25|32.0|0|1.0|0|0.0|0
0|2020-05-26|32.0|0|1.0|0|0.0|0
