|dates|Cumberland_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Cumberland_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Cumberland_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Cumberland_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Cumberland_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Cumberland_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1608.0|0|51.0|0|0.0|0
0|2020-05-18|1679.0|0|53.0|0|0.0|0
0|2020-05-19|1759.0|0|56.0|0|0.0|0
0|2020-05-20|1830.0|0|57.0|0|0.0|0
0|2020-05-21|1869.0|0|60.0|0|0.0|0
0|2020-05-22|1921.0|0|61.0|0|0.0|0
0|2020-05-23|1921.0|0|61.0|0|0.0|0
