|dates|BoxElder_Utah_UnitedStates.JHU_ConfirmedCases.data|BoxElder_Utah_UnitedStates.JHU_ConfirmedCases.missing|BoxElder_Utah_UnitedStates.JHU_ConfirmedDeaths.data|BoxElder_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|BoxElder_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|BoxElder_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|52.0|0|0.0|0|0.0|0
0|2020-05-28|52.0|0|0.0|0|0.0|0
0|2020-05-29|52.0|0|0.0|0|0.0|0
0|2020-05-30|52.0|0|0.0|0|0.0|0
