|dates|Shiawassee_Michigan_UnitedStates.JHU_ConfirmedCases.data|Shiawassee_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Shiawassee_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Shiawassee_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Shiawassee_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Shiawassee_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|237.0|0|26.0|0|0.0|0
0|2020-05-28|237.0|0|26.0|0|0.0|0
0|2020-05-29|237.0|0|26.0|0|0.0|0
0|2020-05-30|237.0|0|26.0|0|0.0|0
