|dates|Boone_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Boone_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Boone_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Boone_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Boone_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Boone_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|316.0|0|8.0|0|0.0|0
0|2020-05-18|355.0|0|8.0|0|0.0|0
0|2020-05-19|361.0|0|10.0|0|0.0|0
0|2020-05-20|359.0|0|11.0|0|0.0|0
0|2020-05-21|368.0|0|11.0|0|0.0|0
0|2020-05-22|379.0|0|11.0|0|0.0|0
0|2020-05-23|379.0|0|11.0|0|0.0|0
