|dates|McIntosh_Georgia_UnitedStates.JHU_ConfirmedCases.data|McIntosh_Georgia_UnitedStates.JHU_ConfirmedCases.missing|McIntosh_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|McIntosh_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|McIntosh_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|McIntosh_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|12.0|0|0.0|0|0.0|0
0|2020-05-28|12.0|0|0.0|0|0.0|0
0|2020-05-29|12.0|0|0.0|0|0.0|0
0|2020-05-30|12.0|0|0.0|0|0.0|0
