|dates|Kendall_Illinois_UnitedStates.JHU_ConfirmedCases.data|Kendall_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Kendall_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Kendall_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Kendall_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Kendall_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|563.0|0|17.0|0|0.0|0
0|2020-05-18|579.0|0|18.0|0|0.0|0
0|2020-05-19|592.0|0|19.0|0|0.0|0
0|2020-05-20|610.0|0|19.0|0|0.0|0
0|2020-05-21|627.0|0|19.0|0|0.0|0
0|2020-05-22|673.0|0|19.0|0|0.0|0
0|2020-05-23|673.0|0|19.0|0|0.0|0
