|dates|Placer_California_UnitedStates.JHU_ConfirmedCases.data|Placer_California_UnitedStates.JHU_ConfirmedCases.missing|Placer_California_UnitedStates.JHU_ConfirmedDeaths.data|Placer_California_UnitedStates.JHU_ConfirmedDeaths.missing|Placer_California_UnitedStates.JHU_ConfirmedRecoveries.data|Placer_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|175.0|0|8.0|0|0.0|0
0|2020-05-18|175.0|0|8.0|0|0.0|0
0|2020-05-19|177.0|0|8.0|0|0.0|0
0|2020-05-20|176.0|0|8.0|0|0.0|0
0|2020-05-21|176.0|0|8.0|0|0.0|0
0|2020-05-22|184.0|0|9.0|0|0.0|0
0|2020-05-23|184.0|0|9.0|0|0.0|0
