|dates|Limestone_Texas_UnitedStates.JHU_ConfirmedCases.data|Limestone_Texas_UnitedStates.JHU_ConfirmedCases.missing|Limestone_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Limestone_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Limestone_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Limestone_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|15.0|0|1.0|0|0.0|0
0|2020-05-15|15.0|0|1.0|0|0.0|0
0|2020-05-16|15.0|0|1.0|0|0.0|0
