|dates|Lee_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Lee_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Lee_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Lee_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|376.0|0|3.0|0|0.0|0
0|2020-05-28|376.0|0|3.0|0|0.0|0
0|2020-05-29|376.0|0|3.0|0|0.0|0
0|2020-05-30|376.0|0|3.0|0|0.0|0
