|dates|OutofMA_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|OutofMA_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|OutofMA_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|OutofMA_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|OutofMA_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|OutofMA_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|0.0|0|0.0|0|0.0|0
0|2020-05-25|0.0|0|0.0|0|0.0|0
0|2020-05-26|0.0|0|0.0|0|0.0|0
