|dates|Ocean_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Ocean_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Ocean_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Ocean_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Ocean_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Ocean_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|7742.0|0|595.0|0|0.0|0
0|2020-05-15|7829.0|0|610.0|0|0.0|0
0|2020-05-16|7829.0|0|610.0|0|0.0|0
