|dates|Nodaway_Missouri_UnitedStates.JHU_ConfirmedCases.data|Nodaway_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Nodaway_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Nodaway_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Nodaway_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Nodaway_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|12.0|0|0.0|0|0.0|0
0|2020-05-25|12.0|0|0.0|0|0.0|0
0|2020-05-26|12.0|0|0.0|0|0.0|0
