|dates|Pike_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Pike_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Pike_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Pike_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Pike_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Pike_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|460.0|0|22.0|0|0.0|0
0|2020-05-18|461.0|0|15.0|0|0.0|0
0|2020-05-19|469.0|0|17.0|0|0.0|0
0|2020-05-20|470.0|0|18.0|0|0.0|0
0|2020-05-21|473.0|0|18.0|0|0.0|0
0|2020-05-22|475.0|0|18.0|0|0.0|0
0|2020-05-23|475.0|0|18.0|0|0.0|0
