|dates|Paulding_Georgia_UnitedStates.JHU_ConfirmedCases.data|Paulding_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Paulding_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Paulding_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Paulding_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Paulding_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|236.0|0|10.0|0|0.0|0
0|2020-05-15|240.0|0|10.0|0|0.0|0
0|2020-05-16|240.0|0|10.0|0|0.0|0
