|dates|Clinton_Indiana_UnitedStates.JHU_ConfirmedCases.data|Clinton_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Clinton_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Clinton_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Clinton_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Clinton_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|134.0|0|1.0|0|0.0|0
0|2020-05-18|142.0|0|1.0|0|0.0|0
0|2020-05-19|149.0|0|1.0|0|0.0|0
0|2020-05-20|163.0|0|1.0|0|0.0|0
0|2020-05-21|185.0|0|1.0|0|0.0|0
0|2020-05-22|194.0|0|1.0|0|0.0|0
0|2020-05-23|194.0|0|1.0|0|0.0|0
