|dates|Anderson_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Anderson_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Anderson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Anderson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Anderson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Anderson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|15.0|0|1.0|0|0.0|0
0|2020-05-28|15.0|0|1.0|0|0.0|0
0|2020-05-29|15.0|0|1.0|0|0.0|0
0|2020-05-30|15.0|0|1.0|0|0.0|0
