|dates|Bosque_Texas_UnitedStates.JHU_ConfirmedCases.data|Bosque_Texas_UnitedStates.JHU_ConfirmedCases.missing|Bosque_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Bosque_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Bosque_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Bosque_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|6.0|0|0.0|0|0.0|0
0|2020-05-25|6.0|0|0.0|0|0.0|0
0|2020-05-26|6.0|0|0.0|0|0.0|0
