|dates|Poinsett_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Poinsett_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Poinsett_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Poinsett_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Poinsett_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Poinsett_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|26.0|0|2.0|0|0.0|0
0|2020-05-18|27.0|0|2.0|0|0.0|0
0|2020-05-19|28.0|0|2.0|0|0.0|0
0|2020-05-20|28.0|0|2.0|0|0.0|0
0|2020-05-21|30.0|0|2.0|0|0.0|0
0|2020-05-22|31.0|0|2.0|0|0.0|0
0|2020-05-23|31.0|0|2.0|0|0.0|0
