|dates|Habersham_Georgia_UnitedStates.JHU_ConfirmedCases.data|Habersham_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Habersham_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Habersham_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Habersham_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Habersham_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|420.0|0|16.0|0|0.0|0
0|2020-05-18|455.0|0|15.0|0|0.0|0
0|2020-05-19|457.0|0|14.0|0|0.0|0
0|2020-05-20|470.0|0|14.0|0|0.0|0
0|2020-05-21|473.0|0|18.0|0|0.0|0
0|2020-05-22|479.0|0|18.0|0|0.0|0
0|2020-05-23|479.0|0|18.0|0|0.0|0
