|dates|Sandoval_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Sandoval_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Sandoval_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Sandoval_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Sandoval_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Sandoval_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|479.0|0|22.0|0|0.0|0
0|2020-05-15|483.0|0|22.0|0|0.0|0
0|2020-05-16|483.0|0|22.0|0|0.0|0
