|dates|Jones_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Jones_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Jones_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Jones_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Jones_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Jones_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|28.0|0|3.0|0|0.0|0
0|2020-05-28|28.0|0|3.0|0|0.0|0
0|2020-05-29|28.0|0|3.0|0|0.0|0
0|2020-05-30|28.0|0|3.0|0|0.0|0
