|dates|Lyon_Kansas_UnitedStates.JHU_ConfirmedCases.data|Lyon_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Lyon_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Lyon_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Lyon_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Lyon_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|328.0|0|3.0|0|0.0|0
0|2020-05-25|332.0|0|3.0|0|0.0|0
0|2020-05-26|332.0|0|3.0|0|0.0|0
