|dates|Goodhue_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Goodhue_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Goodhue_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Goodhue_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Goodhue_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Goodhue_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|60.0|0|3.0|0|0.0|0
0|2020-05-28|60.0|0|3.0|0|0.0|0
0|2020-05-29|60.0|0|3.0|0|0.0|0
0|2020-05-30|60.0|0|3.0|0|0.0|0
