|dates|Acadia_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Acadia_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Acadia_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Acadia_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Acadia_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Acadia_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|159.0|0|11.0|0|0.0|0
0|2020-05-15|189.0|0|11.0|0|0.0|0
0|2020-05-16|189.0|0|11.0|0|0.0|0
