|dates|Ward_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Ward_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Ward_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Ward_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Ward_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Ward_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|28.0|0|1.0|0|0.0|0
0|2020-05-15|28.0|0|1.0|0|0.0|0
0|2020-05-16|28.0|0|1.0|0|0.0|0
