|dates|Wasco_Oregon_UnitedStates.JHU_ConfirmedCases.data|Wasco_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Wasco_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Wasco_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Wasco_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Wasco_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|16.0|0|1.0|0|0.0|0
0|2020-05-15|16.0|0|1.0|0|0.0|0
0|2020-05-16|16.0|0|1.0|0|0.0|0
