|dates|Shelby_Iowa_UnitedStates.JHU_ConfirmedCases.data|Shelby_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|31.0|0|0.0|0|0.0|0
0|2020-05-25|31.0|0|0.0|0|0.0|0
0|2020-05-26|31.0|0|0.0|0|0.0|0
