|dates|Sedgwick_Kansas_UnitedStates.JHU_ConfirmedCases.data|Sedgwick_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Sedgwick_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Sedgwick_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Sedgwick_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Sedgwick_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|527.0|0|20.0|0|0.0|0
0|2020-05-15|530.0|0|20.0|0|0.0|0
0|2020-05-16|530.0|0|20.0|0|0.0|0
