|dates|Onslow_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Onslow_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Onslow_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Onslow_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Onslow_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Onslow_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|71.0|0|2.0|0|0.0|0
0|2020-05-18|75.0|0|2.0|0|0.0|0
0|2020-05-19|75.0|0|2.0|0|0.0|0
0|2020-05-20|80.0|0|2.0|0|0.0|0
0|2020-05-21|80.0|0|2.0|0|0.0|0
0|2020-05-22|87.0|0|2.0|0|0.0|0
0|2020-05-23|87.0|0|2.0|0|0.0|0
