|dates|Wayne_Indiana_UnitedStates.JHU_ConfirmedCases.data|Wayne_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Wayne_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|75.0|0|5.0|0|0.0|0
0|2020-05-28|75.0|0|5.0|0|0.0|0
0|2020-05-29|75.0|0|5.0|0|0.0|0
0|2020-05-30|75.0|0|5.0|0|0.0|0
