|dates|Turner_Georgia_UnitedStates.JHU_ConfirmedCases.data|Turner_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Turner_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Turner_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Turner_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Turner_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|81.0|0|12.0|0|0.0|0
0|2020-05-15|81.0|0|12.0|0|0.0|0
0|2020-05-16|81.0|0|12.0|0|0.0|0
