|dates|Monroe_NewYork_UnitedStates.JHU_ConfirmedCases.data|Monroe_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Monroe_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|2697.0|0|188.0|0|0.0|0
0|2020-05-25|2733.0|0|194.0|0|0.0|0
0|2020-05-26|2733.0|0|194.0|0|0.0|0
