|dates|Putnam_NewYork_UnitedStates.JHU_ConfirmedCases.data|Putnam_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Putnam_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Putnam_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Putnam_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Putnam_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1136.0|0|57.0|0|0.0|0
0|2020-05-18|1141.0|0|57.0|0|0.0|0
0|2020-05-19|1159.0|0|58.0|0|0.0|0
0|2020-05-20|1168.0|0|58.0|0|0.0|0
0|2020-05-21|1175.0|0|58.0|0|0.0|0
0|2020-05-22|1187.0|0|58.0|0|0.0|0
0|2020-05-23|1187.0|0|58.0|0|0.0|0
