|dates|Moultrie_Illinois_UnitedStates.JHU_ConfirmedCases.data|Moultrie_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Moultrie_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Moultrie_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Moultrie_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Moultrie_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|9.0|0|0.0|0|0.0|0
0|2020-05-18|8.0|0|0.0|0|0.0|0
0|2020-05-19|8.0|0|0.0|0|0.0|0
0|2020-05-20|8.0|0|0.0|0|0.0|0
0|2020-05-21|8.0|0|0.0|0|0.0|0
0|2020-05-22|8.0|0|0.0|0|0.0|0
0|2020-05-23|8.0|0|0.0|0|0.0|0
