|dates|DeSoto_Florida_UnitedStates.JHU_ConfirmedCases.data|DeSoto_Florida_UnitedStates.JHU_ConfirmedCases.missing|DeSoto_Florida_UnitedStates.JHU_ConfirmedDeaths.data|DeSoto_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|DeSoto_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|DeSoto_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|58.0|0|6.0|0|0.0|0
0|2020-05-15|61.0|0|6.0|0|0.0|0
0|2020-05-16|61.0|0|6.0|0|0.0|0
