|dates|Owen_Indiana_UnitedStates.JHU_ConfirmedCases.data|Owen_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Owen_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Owen_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Owen_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Owen_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|34.0|0|1.0|0|0.0|0
0|2020-05-28|34.0|0|1.0|0|0.0|0
0|2020-05-29|34.0|0|1.0|0|0.0|0
0|2020-05-30|34.0|0|1.0|0|0.0|0
