|dates|Orleans_NewYork_UnitedStates.JHU_ConfirmedCases.data|Orleans_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Orleans_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Orleans_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Orleans_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Orleans_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|210.0|0|33.0|0|0.0|0
0|2020-05-28|210.0|0|33.0|0|0.0|0
0|2020-05-29|210.0|0|33.0|0|0.0|0
0|2020-05-30|210.0|0|33.0|0|0.0|0
