|dates|Ritchie_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Ritchie_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Ritchie_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Ritchie_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Ritchie_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Ritchie_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1.0|0|0.0|0|0.0|0
0|2020-05-25|1.0|0|0.0|0|0.0|0
0|2020-05-26|1.0|0|0.0|0|0.0|0
