|dates|Ouachita_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Ouachita_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Ouachita_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Ouachita_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Ouachita_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Ouachita_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1045.0|0|35.0|0|0.0|0
0|2020-05-25|1102.0|0|36.0|0|0.0|0
0|2020-05-26|1102.0|0|36.0|0|0.0|0
