|dates|Pierce_Washington_UnitedStates.JHU_ConfirmedCases.data|Pierce_Washington_UnitedStates.JHU_ConfirmedCases.missing|Pierce_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Pierce_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Pierce_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Pierce_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1626.0|0|60.0|0|0.0|0
0|2020-05-15|1636.0|0|61.0|0|0.0|0
0|2020-05-16|1636.0|0|61.0|0|0.0|0
