|dates|Aiken_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Aiken_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Aiken_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Aiken_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Aiken_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Aiken_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|154.0|0|7.0|0|0.0|0
0|2020-05-18|155.0|0|7.0|0|0.0|0
0|2020-05-19|156.0|0|7.0|0|0.0|0
0|2020-05-20|160.0|0|7.0|0|0.0|0
0|2020-05-21|161.0|0|7.0|0|0.0|0
0|2020-05-22|166.0|0|7.0|0|0.0|0
0|2020-05-23|166.0|0|7.0|0|0.0|0
