|dates|Catahoula_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Catahoula_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Catahoula_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Catahoula_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Catahoula_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Catahoula_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|106.0|0|3.0|0|0.0|0
0|2020-05-18|106.0|0|3.0|0|0.0|0
0|2020-05-19|106.0|0|3.0|0|0.0|0
0|2020-05-20|106.0|0|3.0|0|0.0|0
0|2020-05-21|112.0|0|3.0|0|0.0|0
0|2020-05-22|112.0|0|3.0|0|0.0|0
0|2020-05-23|112.0|0|3.0|0|0.0|0
