|dates|Pottawatomie_Kansas_UnitedStates.JHU_ConfirmedCases.data|Pottawatomie_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Pottawatomie_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Pottawatomie_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Pottawatomie_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Pottawatomie_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|23.0|0|0.0|0|0.0|0
0|2020-05-28|23.0|0|0.0|0|0.0|0
0|2020-05-29|23.0|0|0.0|0|0.0|0
0|2020-05-30|23.0|0|0.0|0|0.0|0
