|dates|Starr_Texas_UnitedStates.JHU_ConfirmedCases.data|Starr_Texas_UnitedStates.JHU_ConfirmedCases.missing|Starr_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Starr_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Starr_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Starr_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|26.0|0|0.0|0|0.0|0
0|2020-05-28|26.0|0|0.0|0|0.0|0
0|2020-05-29|26.0|0|0.0|0|0.0|0
0|2020-05-30|26.0|0|0.0|0|0.0|0
