|dates|Walsh_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Walsh_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Walsh_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Walsh_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Walsh_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Walsh_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|9.0|0|0.0|0|0.0|0
0|2020-05-15|9.0|0|0.0|0|0.0|0
0|2020-05-16|9.0|0|0.0|0|0.0|0
