|dates|Luna_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Luna_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Luna_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Luna_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Luna_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Luna_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|8.0|0|1.0|0|0.0|0
0|2020-05-15|8.0|0|1.0|0|0.0|0
0|2020-05-16|8.0|0|1.0|0|0.0|0
