|dates|Pike_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Pike_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Pike_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Pike_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Pike_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Pike_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|173.0|0|10.0|0|0.0|0
0|2020-05-15|174.0|0|10.0|0|0.0|0
0|2020-05-16|174.0|0|10.0|0|0.0|0
