|dates|OutofMI_Michigan_UnitedStates.JHU_ConfirmedCases.data|OutofMI_Michigan_UnitedStates.JHU_ConfirmedCases.missing|OutofMI_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|OutofMI_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|OutofMI_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|OutofMI_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|64.0|0|0.0|0|0.0|0
0|2020-05-28|64.0|0|0.0|0|0.0|0
0|2020-05-29|64.0|0|0.0|0|0.0|0
0|2020-05-30|64.0|0|0.0|0|0.0|0
