|dates|Nelson_Virginia_UnitedStates.JHU_ConfirmedCases.data|Nelson_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Nelson_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Nelson_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Nelson_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Nelson_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|12.0|0|0.0|0|0.0|0
0|2020-05-15|12.0|0|0.0|0|0.0|0
0|2020-05-16|12.0|0|0.0|0|0.0|0
