|dates|Adair_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Adair_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Adair_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Adair_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Adair_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Adair_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|75.0|0|3.0|0|0.0|0
0|2020-05-18|75.0|0|3.0|0|0.0|0
0|2020-05-19|77.0|0|3.0|0|0.0|0
0|2020-05-20|78.0|0|3.0|0|0.0|0
0|2020-05-21|78.0|0|3.0|0|0.0|0
0|2020-05-22|79.0|0|3.0|0|0.0|0
0|2020-05-23|79.0|0|3.0|0|0.0|0
