|dates|Zapata_Texas_UnitedStates.JHU_ConfirmedCases.data|Zapata_Texas_UnitedStates.JHU_ConfirmedCases.missing|Zapata_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Zapata_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Zapata_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Zapata_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|8.0|0|0.0|0|0.0|0
0|2020-05-25|8.0|0|0.0|0|0.0|0
0|2020-05-26|8.0|0|0.0|0|0.0|0
