|dates|Glascock_Georgia_UnitedStates.JHU_ConfirmedCases.data|Glascock_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Glascock_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Glascock_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Glascock_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Glascock_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1.0|0|0.0|0|0.0|0
0|2020-05-25|1.0|0|0.0|0|0.0|0
0|2020-05-26|1.0|0|0.0|0|0.0|0
