|dates|Okeechobee_Florida_UnitedStates.JHU_ConfirmedCases.data|Okeechobee_Florida_UnitedStates.JHU_ConfirmedCases.missing|Okeechobee_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Okeechobee_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Okeechobee_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Okeechobee_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|67.0|0|0.0|0|0.0|0
0|2020-05-28|67.0|0|0.0|0|0.0|0
0|2020-05-29|67.0|0|0.0|0|0.0|0
0|2020-05-30|67.0|0|0.0|0|0.0|0
