|dates|Ouachita_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Ouachita_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Ouachita_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Ouachita_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Ouachita_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Ouachita_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|946.0|0|31.0|0|0.0|0
0|2020-05-18|956.0|0|31.0|0|0.0|0
0|2020-05-19|966.0|0|32.0|0|0.0|0
0|2020-05-20|980.0|0|34.0|0|0.0|0
0|2020-05-21|1032.0|0|34.0|0|0.0|0
0|2020-05-22|1041.0|0|34.0|0|0.0|0
0|2020-05-23|1041.0|0|34.0|0|0.0|0
