|dates|Montour_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Montour_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Montour_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Montour_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Montour_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Montour_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|50.0|0|0.0|0|0.0|0
0|2020-05-25|50.0|0|0.0|0|0.0|0
0|2020-05-26|50.0|0|0.0|0|0.0|0
