|dates|Petersburg_Virginia_UnitedStates.JHU_ConfirmedCases.data|Petersburg_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Petersburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Petersburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Petersburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Petersburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|86.0|0|2.0|0|0.0|0
0|2020-05-25|88.0|0|2.0|0|0.0|0
0|2020-05-26|88.0|0|2.0|0|0.0|0
