|dates|Bertie_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Bertie_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Bertie_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Bertie_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Bertie_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Bertie_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|87.0|0|3.0|0|0.0|0
0|2020-05-18|89.0|0|3.0|0|0.0|0
0|2020-05-19|89.0|0|3.0|0|0.0|0
0|2020-05-20|98.0|0|3.0|0|0.0|0
0|2020-05-21|98.0|0|3.0|0|0.0|0
0|2020-05-22|108.0|0|3.0|0|0.0|0
0|2020-05-23|108.0|0|3.0|0|0.0|0
