|dates|Schuyler_Missouri_UnitedStates.JHU_ConfirmedCases.data|Schuyler_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Schuyler_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Schuyler_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Schuyler_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Schuyler_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|9121.0|0|409.0|0|0.0|0
0|2020-05-25|9121.0|0|409.0|0|0.0|0
0|2020-05-26|9121.0|0|409.0|0|0.0|0
