|dates|Sauk_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Sauk_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Sauk_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Sauk_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Sauk_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Sauk_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|74.0|0|3.0|0|0.0|0
0|2020-05-15|76.0|0|3.0|0|0.0|0
0|2020-05-16|76.0|0|3.0|0|0.0|0
