|dates|Miami-Dade_Florida_UnitedStates.JHU_ConfirmedCases.data|Miami-Dade_Florida_UnitedStates.JHU_ConfirmedCases.missing|Miami-Dade_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Miami-Dade_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Miami-Dade_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Miami-Dade_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|14742.0|0|535.0|0|0.0|0
0|2020-05-15|15011.0|0|548.0|0|0.0|0
0|2020-05-16|15011.0|0|548.0|0|0.0|0
